netspend,Crave_Cinema,Crave_Display,Crave_Outdoor,Crave_Social,Crave_TV,Crave_VOD,Delivery Awareness_Display,Delivery Awareness_Outdoor,Delivery Awareness_Partnerships,Delivery Awareness_Social,Delivery Awareness_TV,Delivery Awareness_VOD,Disruptive Value_Audio,Disruptive Value_Display,Disruptive Value_Outdoor,Disruptive Value_PPC,Disruptive Value_Social,Disruptive Value_TV,Disruptive Value_VOD,App_Audio,App_Display,App_Outdoor,App_PPC,App_Social,App_VOD,LTOs_Audio,LTOs_Display,LTOs_Outdoor,LTOs_PPC,LTOs_Social,LTOs_TV,LTOs_VOD,Lunch_Outdoor,Lunch_PPC,Lunch_Social,Lunch_TV,Lunch_VOD
"3,920,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.34726,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3663,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,921,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.34953,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3693,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,922,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.3518,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3723,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,923,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.35407,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3753,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,924,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.35632,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3783,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,925,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.35857,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3813,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,926,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.36082,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3842,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,927,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.36305,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3872,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,928,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.36528,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3902,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,929,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.3675,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.3931,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,930,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.9737,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.36972,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.396,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,931,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.37193,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.399,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,932,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.37413,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4019,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,933,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.37633,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4048,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,934,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.37852,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4077,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,935,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.3807,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4106,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,936,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.38288,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4135,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,937,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.38505,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4164,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,938,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.38722,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4193,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,939,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.38937,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4221,26630.80788,71213.95365,14719.59393,28386.78238,118924.4501,10195.72494
"3,940,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.39153,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.425,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,941,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.39367,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4279,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,942,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.39581,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4307,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,943,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.39794,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4335,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,944,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.40007,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4364,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,945,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.40219,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4392,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,946,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.4043,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.442,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,947,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.40641,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96126,2171.334527,27081.92391,172617.4448,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,948,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.40851,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4476,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,949,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.4106,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4504,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,950,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.41269,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4532,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,951,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.41477,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.456,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,952,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.41685,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4587,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,953,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.41891,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4615,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,954,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.42098,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4642,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,955,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.42303,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.467,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,956,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.42509,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4697,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,957,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.42713,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4725,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,958,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.42917,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4752,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,959,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.4312,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4779,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,960,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.43323,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4806,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,961,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.43525,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4833,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,962,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.43726,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.486,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,963,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.43927,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4887,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,964,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.44127,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4914,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,965,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.44327,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.494,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,966,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.44526,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4967,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,967,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.44725,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.4994,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,968,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.44922,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.502,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,969,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.4512,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.5047,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,970,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.45316,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.5073,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,971,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97371,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.45513,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.5099,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,972,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97372,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.45708,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.5125,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,973,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97372,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.45903,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.5152,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,974,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97372,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.46097,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.5178,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,975,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97372,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.46291,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.5204,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,976,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97372,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.46484,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.523,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,977,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97372,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.46677,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.5255,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
"3,978,000",13272.64554,27474.1851,32824.58939,17703.32788,77970.97372,9708.170395,4107.194522,29613.78611,68324.62157,12509.36744,87381.58085,22682.53338,39282.20819,27821.92999,40092.00752,14275.17285,36320.07004,92479.46869,24209.17213,19542.42959,15176.23129,19718.07205,1864.712122,11310.45253,549.5947212,95591.7977,36664.04989,45365.96127,2171.334527,27081.92391,172617.5281,26630.80788,71213.95366,14719.59393,28386.78238,118924.4501,10195.72494
